requested_model,used_model,fallback_used,device_id,incident_index,prompt_full_chars,prompt_max_chars,used_compact_first,rag_enabled,rag_hit_count,rag_sources,source_files_selected,source_files_included,source_docs_full_chars,source_docs_returned_chars,source_docs_truncated,source_docs_truncation_reason,actionability_refiner_attempted,actionability_refiner_used,actionability_refiner_model_used,actionability_refiner_prompt_chars,actionability_refiner_reasons,function_selection_model_used,function_selection_selected_count,function_selection_selected_functions,function_selection_reasons,function_execution_action_count,function_execution_overall_success,function_execution_actions,post_execution_diagnosis_model_used,post_execution_diagnosis_text,mock_remediation_enabled,mock_remediation_action_count,mock_remediation_overall_success,mock_remediation_actions,refined_steps_used,refined_verify_used,retried_compact,derived_plan_used,deterministic_primary,slm_text_refined,run_path_flags,derived_plan_reasons,attempt_count,diagnosis_default,slm_diagnosis_elapsed_s,slm_refinement_elapsed_s,slm_function_selection_elapsed_s,slm_function_execution_elapsed_s,slm_post_execution_elapsed_s,slm_setup_elapsed_s,slm_post_execution_retry_elapsed_s,slm_post_processing_elapsed_s,slm_inter_phase_orchestration_elapsed_s,slm_non_marker_elapsed_s,wall_elapsed_s,eval_count,prompt_eval_count,eval_duration_ns,prompt_eval_duration_ns,total_duration_ns,load_duration_ns,eval_duration_s,prompt_eval_duration_s,total_duration_s,load_duration_s,eval_tokens_per_s,prompt_tokens_per_s
models\onnx,models\onnx,False,a68a786826c5f7612ce35f5c1ef225b4de1207ec0d7d14afc576157dfd357426,,3727,4096,True,True,2,"Identifying High Temperature, Heat, Thermal Concerns, Fan Noise on Dell Laptops _ Dell US.pdf:p1 score=0.095; Identifying High Temperature, Heat, Thermal Concerns, Fan Noise on Dell Laptops _ Dell India.pdf:p1 score=0.095","Identifying High Temperature, Heat, Thermal Concerns, Fan Noise on Dell Laptops _ Dell US.pdf; Identifying High Temperature, Heat, Thermal Concerns, Fan Noise on Dell Laptops _ Dell India.pdf","Identifying High Temperature, Heat, Thermal Concerns, Fan Noise on Dell Laptops _ Dell US.pdf; Identifying High Temperature, Heat, Thermal Concerns, Fan Noise on Dell Laptops _ Dell India.pdf",11413,697,True,max_chars_budget_exceeded,True,False,models\onnx,3312,,models\onnx,2,checkThermalStatus; repairThermal,function_selection_empty; function_selection_domain_default,2,False,checkThermalStatus=false; repairThermal=true,models\onnx,"Post-execution evaluation indicates remediation is incomplete (checkThermalStatus=false; repairThermal=true). Prioritize failed actions, verify adapter/charging path, and escalate if battery health does not recover.",True,2,True,thermalHealthStatusCheck=true; thermalRepair=true,False,False,False,False,True,False,deterministic_primary; diagnosis_compact_first; trimmed_refine_prompt; slm_text_not_refined; actionability_refiner_attempted; actionability_refiner_not_used; actionability_source_docs_truncated; function_selection_attempted; function_selection_selected; function_execution_attempted; function_execution_failure; post_execution_diagnosis_generated; mock_remediation_enabled; mock_remediation_success,refined_steps_missing; refined_verify_missing; refined_text_off_domain; refined_risk_lower_than_deterministic,3,False,97.051107,21.995062,24.540929,4.2e-05,19.960608,0.003344,0.0,0.001634,0.012036,0.017014,163.564762,,,,,,,,,,,,
